# PARTHENOPE -> PSYCHE -> THEMIS LT-chain trajectory
# Frame: heliocentric ECLIPJ2000, units km / km/s / kg
# Time system: SPICE ET (TDB seconds past J2000)
et_seconds_past_J2000,utc_iso,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,mass_kg
939964086.479378,2029-10-14T17:06:57.297014,194751548.693194,57058948.782951,-14509551.019656,2.568956056,27.949613832,-1.408388867,1474.2184
940358005.387388,2029-10-19T06:32:16.204998,195529757.281446,67996108.146071,-15046737.265365,1.393117640,27.573169935,-1.319356157,1474.2184
940751924.295398,2029-10-23T19:57:35.112973,195857598.575577,78776894.310363,-15549276.979353,0.281995228,27.156788372,-1.232509424,1474.2184
941145843.203409,2029-10-28T09:22:54.020938,195760117.769617,89386834.576079,-16018060.135411,-0.766731070,26.706731910,-1.147986486,1474.2184
941539762.111419,2029-11-01T22:48:12.928893,195261397.987181,99813771.847601,-16454021.260683,-1.755608179,26.228506124,-1.065877341,1474.2184
941933681.019429,2029-11-06T12:13:31.836838,194384490.298128,110047580.170005,-16858122.410188,-2.687315186,25.726929685,-0.986233137,1474.2184
942327599.927440,2029-11-11T01:38:50.744775,193151376.787023,120079907.954558,-17231339.409492,-3.564589746,25.206204168,-0.909073811,1474.2184
942721518.835450,2029-11-15T15:04:09.652704,191582959.042370,129903948.209031,-17574650.866427,-4.390172022,24.669981045,-0.834394532,1474.2184
943115437.743460,2029-11-20T04:29:28.560624,189699065.821477,139514234.354489,-17889029.504977,-5.166762879,24.121424427,-0.762171072,1474.2184
943509356.651470,2029-11-24T17:54:47.468537,187518474.851299,148906459.784411,-18175435.429420,-5.896993483,23.563268780,-0.692364258,1474.2184
943903275.559481,2029-11-29T07:20:06.376444,185058944.749310,158077319.115534,-18434810.980416,-6.583403963,22.997871321,-0.624923624,1474.2184
944297194.467491,2029-12-03T20:45:25.284344,182337253.901936,167024369.023933,-18668076.894626,-7.228429130,22.427259078,-0.559790394,1474.2184
944691113.375501,2029-12-08T10:10:44.192238,179369243.839019,175745906.603566,-18876129.524434,-7.834389685,21.853170842,-0.496899901,1474.2184
945085032.283511,2029-12-12T23:36:03.100128,176169865.211600,184240863.290223,-19059838.914020,-8.403487607,21.277094305,-0.436183531,1474.2184
945478951.191522,2029-12-17T13:01:22.008014,172711154.163462,192389050.924590,-19211827.267477,-9.044801094,20.396386128,-0.356684267,1458.6584
945872870.099532,2029-12-22T02:26:40.915897,169048266.934272,200309898.003943,-19341108.131631,-9.547133690,19.819302335,-0.300022968,1458.6584
946266789.007542,2029-12-26T15:51:59.823777,165193566.714243,208003554.353585,-19448447.526772,-10.018957634,19.243033198,-0.245271875,1458.6584
946660707.915552,2029-12-31T05:17:18.731656,161158740.338540,215470494.151574,-19534584.439129,-10.461936366,18.668335842,-0.192362687,1458.6584
947054626.823563,2030-01-04T18:42:37.639534,156954839.897653,222711466.070482,-19600231.146658,-10.877629941,18.095849592,-0.141228181,1458.6584
947448545.731573,2030-01-09T08:07:56.547413,152592322.521892,229727450.025996,-19646073.728163,-11.267499859,17.526111618,-0.091802619,1458.6584
947842464.639583,2030-01-13T21:33:15.455292,148081088.211040,236519619.678835,-19672772.709672,-11.632914129,16.959570543,-0.044022044,1458.6584
948236383.547594,2030-01-18T10:58:34.363173,143430515.648289,243089309.942928,-19680963.810900,-11.975152422,16.396598295,0.002175504,1458.6584
948630302.455604,2030-01-23T00:23:53.271057,138649495.988132,249437988.847477,-19671258.762005,-12.295411190,15.837500397,0.046849845,1458.6584
949024221.363614,2030-01-27T13:49:12.178945,133746464.644859,255567233.184310,-19644246.166833,-12.594808684,15.282524923,0.090058563,1458.6584
949418140.271624,2030-02-01T03:14:31.086837,128729431.134650,261478707.445547,-19600492.393769,-12.874389811,14.731870277,0.131856963,1458.6584
949812059.179635,2030-02-05T16:39:49.994734,123606007.042519,267174145.621143,-19540542.479337,-13.135130792,14.185691959,0.172298046,1458.6584
950205978.087645,2030-02-10T06:05:08.902636,118383432.197302,272655335.482287,-19464921.032900,-13.377943603,13.644108438,0.211432526,1458.6584
950599896.995655,2030-02-14T19:30:27.810546,113068599.145183,277924105.025712,-19374133.133521,-13.603680167,13.107206271,0.249308854,1458.6584
950993815.903666,2030-02-19T08:55:46.718462,107668076.015894,282982310.796789,-19268665.212119,-13.813136323,12.575044538,0.285973268,1458.6584
951387734.811676,2030-02-23T22:21:05.626386,102188127.876825,287831827.846375,-19148985.913827,-14.007055537,12.047658715,0.321469843,1458.6584
951781653.719686,2030-02-28T11:46:24.534318,96634736.669356,292474541.108653,-19015546.936824,-14.186132386,11.525064027,0.355840557,1458.6584
952175572.627696,2030-03-05T01:11:43.442258,91013619.819490,296912338.015177,-18868783.845038,-14.351015811,11.007258383,0.389125360,1458.6584
952569491.535707,2030-03-09T14:37:02.350208,85330247.611651,301147102.184577,-18709116.852983,-14.502312144,10.494224911,0.421362246,1458.6584
952963410.443717,2030-03-14T04:02:21.258167,79589859.410650,305180708.048454,-18536951.581731,-14.640587926,9.985934182,0.452587328,1458.6584
953357329.351727,2030-03-18T17:27:40.166136,73722215.922491,308936657.695922,-18341507.704973,-14.957429992,9.283318666,0.511199130,1445.4169
953751248.259737,2030-03-23T06:52:59.074115,67807408.901778,312495028.143183,-18134332.675893,-15.071186101,8.783915172,0.540513469,1445.4169
954145167.167748,2030-03-27T20:18:17.982104,61850085.791037,315857523.871924,-17915790.029437,-15.173363666,8.288819165,0.568919384,1445.4169
954539086.075758,2030-04-01T09:43:36.890103,55854724.901212,319025833.086503,-17686232.111556,-15.264377954,7.797985936,0.596444559,1445.4169
954933004.983768,2030-04-05T23:08:55.798112,49825646.283354,322001625.192596,-17446000.639290,-15.344617491,7.311364923,0.623115285,1445.4169
955326923.891778,2030-04-10T12:34:14.706131,43767021.943917,324786548.689339,-17195427.238684,-15.414445661,6.828900696,0.648956514,1445.4169
955720842.799789,2030-04-15T01:59:33.614161,37682885.450219,327382229.424470,-16934833.961170,-15.474202199,6.350533815,0.673991915,1445.4169
956114761.707799,2030-04-19T15:24:52.522200,31577140.969707,329790269.168216,-16664533.779145,-15.524204579,5.876201592,0.698243924,1445.4169
956508680.615809,2030-04-24T04:50:11.430249,25453571.783790,332012244.467183,-16384831.061533,-15.564749295,5.405838754,0.721733794,1445.4169
956902599.523820,2030-04-28T18:15:30.338308,19315848.314400,334049705.744279,-16096022.030177,-15.596113052,4.939378029,0.744481644,1445.4169
957296518.431830,2030-05-03T07:40:49.246376,13167535.698854,335904176.614964,-15798395.197940,-15.618553873,4.476750664,0.766506502,1445.4169
957690437.339840,2030-05-07T21:06:08.154452,7012100.946223,337577153.393777,-15492231.789404,-15.632312114,4.017886871,0.787826351,1445.4169
958084356.247850,2030-05-12T10:31:27.062537,852919.706208,339070104.768384,-15177806.145066,-15.637611418,3.562716233,0.808458167,1445.4169
958478275.155861,2030-05-16T23:56:45.970629,-5306717.320600,340384471.621239,-14855386.109941,-15.634659586,3.111168051,0.828417958,1445.4169
958872194.063871,2030-05-21T13:22:04.878729,-11463598.304112,341521666.981474,-14525233.407453,-15.623649386,2.663171655,0.847720803,1445.4169
959266112.971881,2030-05-26T02:47:23.786836,-17614584.512636,342483076.091873,-14187603.999500,-15.604759305,2.218656681,0.866380881,1445.4169
959660031.879892,2030-05-30T16:12:42.694949,-23756604.823795,343270056.577745,-13842748.433552,-15.578154231,1.777553313,0.884411508,1445.4169
960053950.787902,2030-06-04T05:38:01.603067,-29886650.496538,343883938.706243,-13490912.177639,-15.543986099,1.339792499,0.901825162,1445.4169
960447869.695912,2030-06-08T19:03:20.511190,-36001770.183741,344326025.726258,-13132335.944043,-15.502394468,0.905306144,0.918633515,1445.4169
960841788.603922,2030-06-13T08:28:39.419318,-42099065.166214,344597594.280345,-12767256.002513,-15.453507066,0.474027285,0.934847455,1445.4169
961235707.511933,2030-06-17T21:53:58.327449,-48280859.126774,344623586.322030,-12381256.953619,-15.664381387,-0.147870745,0.987657940,1429.7193
961629626.419943,2030-06-22T11:19:17.235583,-54439106.915680,344481484.097918,-11989218.586403,-15.600996612,-0.573120191,1.002697314,1429.7193
962023545.327953,2030-06-27T00:44:36.143719,-60570976.048167,344172442.568066,-11591369.925143,-15.530466571,-0.995460327,1.017159136,1429.7193
962417464.235963,2030-07-01T14:09:55.051856,-66673668.461292,343697598.992548,-11187937.047097,-15.452873963,-1.414935480,1.031050568,1429.7193
962811383.143974,2030-07-06T03:35:13.959994,-72744416.862496,343058073.428520,-10779143.333406,-15.368292363,-1.831588642,1.044378138,1429.7193
963205302.051984,2030-07-10T17:00:32.868132,-78780481.190709,342254969.284147,-10365209.715499,-15.276786498,-2.245461328,1.057147757,1429.7193
963599220.959994,2030-07-15T06:25:51.776269,-84779145.179636,341289373.926832,-9946354.917517,-15.178412492,-2.656593442,1.069364723,1429.7193
963993139.868005,2030-07-19T19:51:10.684404,-90737713.013360,340162359.343814,-9522795.695298,-15.073218086,-3.065023147,1.081033732,1429.7193
964387058.776015,2030-07-24T09:16:29.592537,-96653506.064844,338874982.853757,-9094747.072454,-14.961242840,-3.470786735,1.092158884,1429.7193
964780977.684025,2030-07-28T22:41:48.500667,-102523859.708317,337428287.868517,-8662422.574059,-14.842518310,-3.873918499,1.102743688,1429.7193
