# PARTHENOPE -> PSYCHE -> THEMIS LT-chain trajectory
# Frame: heliocentric ECLIPJ2000, units km / km/s / kg
# Time system: SPICE ET (TDB seconds past J2000)
et_seconds_past_J2000,utc_iso,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,mass_kg
954163728.034024,2030-03-28T01:27:38.848380,60082367.509026,316230225.485220,-18310075.149719,-15.219300761,8.219730248,0.596955410,1445.6532
954558529.263698,2030-04-01T15:07:40.078043,54055955.745110,319378076.284801,-18068805.298396,-15.307707916,7.727501120,0.625129037,1445.6532
954953330.493372,2030-04-06T04:47:41.307716,47996784.373529,322332445.691060,-17816588.466437,-15.385318804,7.239575140,0.652415524,1445.6532
955348131.723046,2030-04-10T18:27:42.537400,41909042.676826,325095021.330183,-17553769.709100,-15.452499617,6.755894534,0.678840927,1445.6532
955742932.952720,2030-04-15T08:07:43.767094,35796780.130609,327667467.216575,-17280684.062822,-15.509592647,6.276397597,0.704429953,1445.6532
956137734.182394,2030-04-19T21:47:44.996798,29663915.556624,330051422.355705,-16997657.066484,-15.556917697,5.801019461,0.729206017,1445.6532
956532535.412068,2030-04-24T11:27:46.226511,23514245.741150,332248499.628495,-16705005.261391,-15.594773387,5.329692757,0.753191293,1445.6532
956927336.641742,2030-04-29T01:07:47.456234,17351453.557616,334260284.922916,-16403036.670845,-15.623438355,4.862348203,0.776406765,1445.6532
957322137.871416,2030-05-03T14:47:48.685966,11179115.629762,336088336.482692,-16092051.260295,-15.643172385,4.398915119,0.798872278,1445.6532
957716939.101090,2030-05-08T04:27:49.915707,5000709.569193,337734184.446818,-15772341.378991,-15.654217440,3.939321881,0.820606577,1445.6532
958111740.330764,2030-05-12T18:07:51.145456,-1180379.181077,339199330.556885,-15444192.184139,-15.656798623,3.483496320,0.841627356,1445.6532
958506541.560438,2030-05-17T07:47:52.375213,-7360850.867661,340485248.012117,-15107882.048490,-15.651125062,3.031366069,0.861951298,1445.6532
958901342.790112,2030-05-21T21:27:53.604977,-13537485.284956,341593381.454586,-14763682.952348,-15.637390737,2.582858877,0.881594109,1445.6532
959296144.019786,2030-05-26T11:07:54.834748,-19707135.944810,342525147.069343,-14411860.860905,-15.615775231,2.137902879,0.900570560,1445.6532
959690945.249460,2030-05-31T00:47:56.064525,-25866724.533812,343281932.786174,-14052676.087845,-15.586444434,1.696426841,0.918894516,1445.6532
960085746.479134,2030-06-04T14:27:57.294308,-32013235.635889,343865098.571471,-13686383.646107,-15.549551188,1.258360373,0.936578969,1445.6532
960480547.708808,2030-06-09T04:07:58.524096,-38143711.699358,344275976.800283,-13313233.586689,-15.505235878,0.823634122,0.953636069,1445.6532
960875348.938482,2030-06-13T17:47:59.753887,-44255248.228942,344515872.699977,-12933471.326336,-15.453626981,0.392179943,0.970077146,1445.6532
961270150.168156,2030-06-18T07:28:00.983683,-50450058.461926,344509188.119138,-12534666.512812,-15.660919448,-0.230835640,1.018006059,1429.9829
961664951.397830,2030-06-22T21:08:02.213481,-56620196.644422,344334001.593049,-12129730.681638,-15.594817715,-0.656132087,1.033234293,1429.9829
962059752.627504,2030-06-27T10:48:03.443281,-62762825.001985,343991495.784650,-11718900.551725,-15.521573739,-1.078456045,1.047866929,1429.9829
962454553.857178,2030-07-02T00:28:04.673082,-68875140.530524,343482835.280864,-11302409.777325,-15.441270883,-1.497852660,1.061911398,1429.9829
962849355.086852,2030-07-06T14:08:05.902884,-74954371.317294,342809167.115268,-10880489.208628,-15.353983336,-1.914365684,1.075374476,1429.9829
963244156.316526,2030-07-11T03:48:07.132686,-80997772.976525,341971621.347459,-10453367.147598,-15.259776398,-2.328037331,1.088262297,1429.9829
963638957.546200,2030-07-15T17:28:08.362487,-87002625.189201,340971311.696552,-10021269.599568,-15.158706729,-2.738908142,1.100580364,1429.9829
964033758.775874,2030-07-20T07:08:09.592286,-92966228.336999,339809336.226882,-9584420.521186,-15.050822572,-3.147016859,1.112333553,1429.9829
964428560.005548,2030-07-24T20:48:10.822083,-98885900.220824,338486778.084553,-9143042.065239,-14.936163957,-3.552400293,1.123526126,1429.9829
964823361.235222,2030-07-29T10:28:12.051876,-104758972.854858,337004706.284033,-8697354.822916,-14.814762884,-3.955093200,1.134161734,1429.9829
965218162.464896,2030-08-03T00:08:13.281666,-110582789.327356,335364176.544506,-8247578.064052,-14.686643478,-4.355128155,1.144243421,1429.9829
965612963.694570,2030-08-07T13:48:14.511451,-116354700.719843,333566232.176181,-7793929.975908,-14.551822129,-4.752535423,1.153773627,1429.9829
966007764.924244,2030-08-12T03:28:15.741231,-122072063.076603,331611905.017266,-7336627.901037,-14.410307604,-5.147342833,1.162754191,1429.9829
966402566.153917,2030-08-16T17:08:16.971005,-127732234.416703,329502216.422755,-6875888.574779,-14.262101155,-5.539575641,1.171186350,1429.9829
966797367.383591,2030-08-21T06:48:18.200773,-133332571.781006,327238178.306657,-6411928.362962,-14.107196587,-5.929256393,1.179070738,1429.9829
967192168.613265,2030-08-25T20:28:19.430534,-138870428.306867,324820794.239768,-5944963.500364,-13.945580327,-6.316404783,1.186407385,1429.9829
967586969.842939,2030-08-30T10:08:20.660287,-144343150.323412,322251060.605523,-5475210.330510,-13.777231466,-6.701037501,1.193195710,1429.9829
967981771.072613,2030-09-03T23:48:21.890032,-149748074.460459,319529967.816973,-5002885.547389,-13.602121781,-7.083168076,1.199434517,1429.9829
968376572.302287,2030-09-08T13:28:23.119768,-155082524.764319,316658501.598405,-4528206.439695,-13.420215749,-7.462806703,1.205121987,1429.9829
968771373.531961,2030-09-13T03:08:24.349496,-160343809.813816,313637644.335614,-4051391.138195,-13.231470534,-7.839960068,1.210255672,1429.9829
969166174.761635,2030-09-17T16:48:25.579214,-165641125.056598,310369262.079381,-3558115.049110,-13.319218195,-8.465678158,1.251665432,1412.1987
969560975.991309,2030-09-22T06:28:26.808922,-170859757.774490,306953453.076134,-3063148.986952,-13.116347270,-8.837846374,1.255657025,1412.1987
969955777.220983,2030-09-26T20:08:28.038621,-175996877.604688,303391208.952883,-2566721.787154,-12.906276189,-9.207490854,1.259066432,1412.1987
970350578.450657,2030-10-01T09:48:29.268310,-181049628.765623,299683531.400045,-2069064.393530,-12.688937208,-9.574583922,1.261887994,1412.1987
970745379.680331,2030-10-05T23:28:30.497988,-186015127.396573,295831433.934202,-1570410.111599,-12.464255816,-9.939093298,1.264115403,1412.1987
971140180.910005,2030-10-10T13:08:31.727656,-190890458.872310,291835943.772623,-1070994.868644,-12.232150663,-10.300981806,1.265741682,1412.1987
971534982.139679,2030-10-15T02:48:32.957314,-195672675.088820,287698103.827256,-571057.481161,-11.992533487,-10.660207061,1.266759168,1412.1987
971929783.369353,2030-10-19T16:28:34.186962,-200358791.716261,283418974.826617,-70839.930299,-11.745309021,-11.016721135,1.267159489,1412.1987
972324584.599027,2030-10-24T06:08:35.416600,-204945785.415500,278999637.574780,429412.354024,-11.490374900,-11.370470194,1.266933543,1412.1987
972719385.828701,2030-10-28T19:48:36.646228,-209430591.014705,274441195.357538,929450.199657,-11.227621553,-11.721394115,1.266071469,1412.1987
973114187.058375,2030-11-02T09:28:37.875846,-213810098.642703,269744776.506669,1429020.388674,-10.956932091,-12.069426072,1.264562629,1412.1987
973508988.288049,2030-11-06T23:08:39.105455,-218081150.816012,264911537.134276,1927865.343005,-10.678182186,-12.414492083,1.262395569,1412.1987
973903789.517723,2030-11-11T12:48:40.335055,-222240539.476727,259942664.050169,2425722.798476,-10.391239943,-12.756510537,1.259557997,1412.1987
974298590.747397,2030-11-16T02:28:41.564647,-226285002.978741,254839377.876441,2922325.466414,-10.095965764,-13.095391668,1.256036746,1412.1987
974693391.977071,2030-11-20T16:08:42.794230,-230211223.020145,249602936.374621,3417400.682007,-9.792212215,-13.431037001,1.251817743,1412.1987
975088193.206745,2030-11-25T05:48:44.023807,-234015821.520058,244234638.002098,3910670.038501,-9.479823876,-13.763338749,1.246885968,1412.1987
975482994.436419,2030-11-29T19:28:45.253376,-237695357.438640,238735825.716018,4401849.006343,-9.158637202,-14.092179159,1.241225417,1412.1987
975877795.666093,2030-12-04T09:08:46.482939,-241246323.539607,233107891.044373,4890646.536308,-8.828480372,-14.417429809,1.234819058,1412.1987
976272596.895767,2030-12-08T22:48:47.712497,-244665143.095256,227352278.445751,5376764.645616,-8.489173151,-14.738950851,1.227648791,1412.1987
976667398.125441,2030-12-13T12:28:48.942050,-247948166.534795,221470489.981054,5859897.986035,-8.140526741,-15.056590186,1.219695396,1412.1987
977062199.355115,2030-12-18T02:08:50.171599,-251183455.428709,215339882.206012,6354091.029478,-8.014776976,-15.684743212,1.247298025,1394.0641
977457000.584789,2030-12-22T15:48:51.401145,-254275350.775189,209086355.399321,6844656.125953,-7.646604148,-15.993876411,1.237683402,1394.0641
977851801.814463,2030-12-27T05:28:52.630689,-257219903.299801,202711683.974825,7331254.408501,-7.268328007,-16.298404842,1.227198840,1394.0641
978246603.044137,2030-12-31T19:08:53.860231,-260013083.770101,196217731.607994,7813537.679388,-6.879742592,-16.598094139,1.215820099,1394.0641
978641404.273811,2031-01-05T08:48:55.089773,-262650780.298037,189606457.917958,8291147.925328,-6.480635163,-16.892692434,1.203521686,1394.0641
979036205.503484,2031-01-09T22:28:56.319314,-265128795.689572,182879925.620452,8763716.813958,-6.070786341,-17.181929111,1.190276812,1394.0641
979431006.733158,2031-01-14T12:08:57.548857,-267442844.859585,176040308.186120,9230865.171166,-5.649970299,-17.465513490,1.176057335,1394.0641
979825807.962832,2031-01-19T01:48:58.778402,-269588552.333247,169089898.040953,9692202.438920,-5.217955011,-17.743133398,1.160833718,1394.0641
980220609.192506,2031-01-23T15:29:00.007950,-271561449.858627,162031115.348110,10147326.113414,-4.774502568,-18.014453648,1.144574976,1394.0641
980615410.422180,2031-01-28T05:09:01.237501,-273356974.159339,154866517.412891,10595821.163453,-4.319369573,-18.279114405,1.127248623,1394.0641
981010211.651854,2031-02-01T18:49:02.467057,-274970464.860687,147598808.755203,11037259.429203,-3.852307628,-18.536729438,1.108820630,1394.0641
981405012.881528,2031-02-06T08:29:03.696618,-276397162.628042,140230851.896506,11471199.001655,-3.373063924,-18.786884245,1.089255367,1394.0641
981799814.111202,2031-02-10T22:09:04.926184,-277632207.562157,132765678.910806,11897183.583396,-2.881381955,-19.029134056,1.068515566,1394.0641
982194615.340876,2031-02-15T11:49:06.155757,-278670637.902976,125206503.791855,12314741.831642,-2.377002372,-19.263001697,1.046562272,1394.0641
982589416.570550,2031-02-20T01:29:07.385338,-279507389.101195,117556735.691126,12723386.684846,-1.859663994,-19.487975313,1.023354804,1394.0641
982984217.800224,2031-02-24T15:09:08.614926,-280137293.325623,109819993.083412,13122614.674674,-1.329105008,-19.703505945,0.998850724,1394.0641
983379019.029898,2031-03-01T04:49:09.844522,-280555079.484280,102000118.918844,13511905.225691,-0.785064379,-19.909004954,0.973005804,1394.0641
983773820.259572,2031-03-05T18:29:11.074127,-280755373.848390,94101196.821661,13890719.945764,-0.227283497,-20.103841294,0.945774013,1394.0641
984168621.489246,2031-03-10T08:09:12.303742,-280732701.381043,86127568.397065,14258501.910943,0.344491893,-20.287338626,0.917107504,1394.0641
984563422.718920,2031-03-14T21:49:13.533365,-280481487.886499,78083851.707676,14614674.949529,0.930509457,-20.458772281,0.886956618,1394.0641
984958223.948594,2031-03-19T11:29:14.762999,-280042455.271496,69843276.274933,14969820.368225,1.413506820,-20.950811430,0.883574844,1377.8879
985353025.178268,2031-03-24T01:09:15.992642,-279363445.227149,61542880.284184,15312136.248453,2.028712972,-21.095263771,0.850270450,1377.8879
985747826.407942,2031-03-28T14:49:17.222296,-278438623.576868,53188364.731990,15640977.507913,2.658773403,-21.224815936,0.815305700,1377.8879
986142627.637616,2031-04-02T04:29:18.451960,-277262098.931435,44785801.570761,15955678.068428,3.303819676,-21.338498701,0.778626900,1377.8879
986537428.867290,2031-04-06T18:09:19.681634,-275827933.883110,36341657.476503,16255550.477621,3.963952474,-21.435281211,0.740179500,1377.8879
986932230.096964,2031-04-11T07:49:20.911318,-274130158.277874,27862818.734811,16539885.613731,4.639236016,-21.514068189,0.699908321,1377.8879
987327031.326638,2031-04-15T21:29:22.141013,-272162784.826511,19356617.205459,16807952.492394,5.329691781,-21.573697274,0.657757840,1377.8879
987721832.556312,2031-04-20T11:09:23.370717,-269919827.340066,10830857.300244,17058998.197014,6.035291478,-21.612936566,0.613672538,1377.8879
988116633.785986,2031-04-25T00:49:24.600431,-267395321.900745,2293843.877440,17292247.957447,6.755949194,-21.630482452,0.567597302,1377.8879
988511435.015660,2031-04-29T14:29:25.830155,-264583351.304851,-6245589.081581,17506905.405178,7.491512664,-21.624957835,0.519477917,1377.8879
988906236.245334,2031-05-04T04:09:27.059888,-261478073.139345,-14778049.193226,17702153.036882,8.241753580,-21.594910877,0.469261637,1377.8879
989301037.475008,2031-05-08T17:49:28.289629,-258073751.876931,-23293556.023404,17877152.922267,9.006356916,-21.538814411,0.416897849,1377.8879
989695838.704682,2031-05-13T07:29:29.519379,-254364795.394981,-31781511.366521,18031047.696389,9.784909190,-21.455066195,0.362338850,1377.8879
990090639.934355,2031-05-17T21:09:30.749136,-250345796.339527,-40230669.821678,18162961.881070,10.576885647,-21.341990197,0.305540745,1377.8879
990485441.164029,2031-05-22T10:49:31.978901,-246011578.764829,-48629110.120888,18272003.584602,11.381636355,-21.197839159,0.246464463,1377.8879
990880242.393703,2031-05-27T00:29:33.208672,-241357250.479279,-56964207.760993,18357266.633463,12.198371207,-21.020798686,0.185076931,1377.8879
991275043.623377,2031-05-31T14:09:34.438450,-236378261.516431,-65222609.600365,18417833.194077,13.026143898,-20.808993162,0.121352387,1377.8879
991669844.853051,2031-06-05T03:49:35.668233,-231070469.122315,-73390211.203399,18452776.946523,13.863834962,-20.560493808,0.055273864,1377.8879
992064646.082725,2031-06-09T17:29:36.898021,-225430209.602533,-81452137.849562,18461166.875238,14.710134011,-20.273329251,-0.013165169,1377.8879
992459447.312399,2031-06-14T07:09:38.127813,-219454377.300289,-89392730.267967,18442071.743763,15.563521414,-19.945498958,-0.083958985,1377.8879
992854248.542073,2031-06-18T20:49:39.357608,-213134930.897246,-97295909.348737,18399649.169107,16.436244936,-19.829151037,-0.144206182,1366.3786
993249049.771747,2031-06-23T10:29:40.587406,-206475899.077223,-105043971.114069,18327906.128744,17.297637209,-19.413653835,-0.219607739,1366.3786
993643851.001421,2031-06-28T00:09:41.817207,-199476605.558118,-112618822.719635,18225954.831079,18.159540337,-18.951385647,-0.297223807,1366.3786
994038652.231095,2031-07-02T13:49:43.047008,-192137360.091589,-120001637.418159,18092937.387299,19.019315784,-18.440531790,-0.376967415,1366.3786
994433453.460769,2031-07-07T03:29:44.276810,-184459571.268107,-127172894.154987,17928034.994697,19.874033950,-17.879395982,-0.458727134,1366.3786
994828254.690443,2031-07-11T17:09:45.506612,-176445863.054621,-134112432.052973,17730478.057172,20.720466637,-17.266440293,-0.542364732,1366.3786
995223055.920117,2031-07-16T06:49:46.736412,-168100193.410909,-140799521.532329,17499557.216721,21.555084235,-16.600329422,-0.627712925,1366.3786
995617857.149791,2031-07-20T20:29:47.966211,-159427972.891179,-147212953.708375,17234635.236432,22.374058809,-15.879978926,-0.714573324,1366.3786
996012658.379465,2031-07-25T10:09:49.196008,-150436180.670271,-153331149.511087,16935159.635734,23.173274262,-15.104606769,-0.802714697,1366.3786
996407459.609139,2031-07-29T23:49:50.425801,-141133474.957132,-159132289.657267,16600675.933134,23.948344801,-14.273787224,-0.891871652,1366.3786
996802260.838813,2031-08-03T13:29:51.655591,-131530294.297028,-164594466.163772,16230841.300983,24.694642803,-13.387505848,-0.981743888,1366.3786
997197062.068487,2031-08-08T03:09:52.885376,-121638945.850396,-169695855.508303,15825438.382822,25.407337064,-12.446213863,-1.071996148,1366.3786
997591863.298161,2031-08-12T16:49:54.115155,-111473676.408741,-174414912.819826,15384388.968731,26.081442087,-11.450879945,-1.162259005,1366.3786
997986664.527835,2031-08-17T06:29:55.344929,-101050721.710055,-178730585.621354,14907767.171193,26.711878734,-10.403037072,-1.252130623,1366.3786
998381465.757509,2031-08-21T20:09:56.574696,-90388329.593658,-182622544.674503,14395811.697089,27.293546023,-9.304821865,-1.341179596,1366.3786
998776266.987183,2031-08-26T09:49:57.804456,-79506752.731101,-186071428.423854,13848936.775232,27.821403259,-8.159003682,-1.428948927,1366.3786
999171068.216857,2031-08-30T23:29:59.034209,-68428207.123034,-189059096.462132,13267741.278072,28.290561017,-6.969000783,-1.514961195,1366.3786
999565869.446531,2031-09-04T13:10:00.263953,-57176793.286235,-191568886.402152,12653015.575704,28.696378738,-5.738881037,-1.598724870,1366.3786
999960670.676205,2031-09-09T02:50:01.493689,-45778378.075805,-193585867.628053,12005745.684102,29.034566000,-4.473345098,-1.679741680,1366.3786
1000355471.905879,2031-09-13T16:30:02.723416,-34260436.376475,-195097084.692998,11327114.320428,29.301283900,-3.177690606,-1.757514879,1366.3786
1000750273.135553,2031-09-18T06:10:03.953134,-22633015.129293,-196134108.243927,10617457.894696,29.540881478,-1.965132425,-1.834177193,1361.1159
1001145074.365227,2031-09-22T19:50:05.182841,-10945097.541177,-196646464.147447,9879402.416167,29.655135104,-0.628030519,-1.903949071,1361.1159
1001539875.594900,2031-09-27T09:30:06.412539,772296.342542,-196628597.209823,9114711.152545,29.689961406,0.719742926,-1.969040482,1361.1159
1001934676.824574,2031-10-01T23:10:07.642228,12487574.438723,-196077669.152628,8325311.300915,29.644309749,2.071191514,-2.029056826,1361.1159
1002329478.054248,2031-10-06T12:50:08.871905,24168891.940302,-194993633.088301,7513276.643015,29.517954751,3.419191880,-2.083651383,1361.1159
1002724279.283922,2031-10-11T02:30:10.101573,35784480.619238,-193379258.494377,6680807.242002,29.311510056,4.756621713,-2.132532180,1361.1159
1003119080.513596,2031-10-15T16:10:11.331230,47302978.885130,-191240105.279483,5830206.717080,29.026418336,6.076488748,-2.175467347,1361.1159
1003513881.743270,2031-10-20T05:50:12.560877,58693753.249192,-188584447.594005,4963857.735959,28.664917919,7.372055496,-2.212288759,1361.1159
1003908682.972944,2031-10-24T19:30:13.790514,69927202.241656,-185423150.066636,4084196.433696,28.229987654,8.636954733,-2.242893827,1361.1159
1004303484.202618,2031-10-29T09:10:15.020142,80975034.712476,-181769501.000477,3193686.495342,27.725272817,9.865291385,-2.267245410,1361.1159
1004698285.432292,2031-11-02T22:50:16.249759,91810515.735721,-177639008.613016,2294793.627938,27.154995772,11.051727369,-2.285369951,1361.1159
1005093086.661966,2031-11-07T12:30:17.479368,102408674.929646,-173049167.558475,1389961.097477,26.523855668,12.191547001,-2.297353986,1361.1159
1005487887.891640,2031-11-12T02:10:18.708967,112746473.769493,-168019203.674145,481586.924123,25.836921767,13.280701797,-2.303339277,1361.1159
1005882689.121314,2031-11-16T15:50:19.938558,122802930.276110,-162569805.132223,-427996.777533,25.099524923,14.315834629,-2.303516864,1361.1159
1006277490.350988,2031-11-21T05:30:21.168141,132559201.187264,-156722847.983250,-1336541.947936,24.317151373,15.294284223,-2.298120351,1361.1159
1006672291.580662,2031-11-25T19:10:22.397717,141998623.257335,-150501123.506806,-2241899.983354,23.495342437,16.214071874,-2.287418747,1361.1159
1007067092.810336,2031-11-30T08:50:23.627286,151106716.610479,-143928073.922203,-3142034.273265,22.639602997,17.073872834,-2.271709169,1361.1159
1007461894.040010,2031-12-04T22:30:24.856849,159871154.048680,-137027541.950108,-4035029.872728,21.755320830,17.872975251,-2.251309667,1361.1159
1007856695.269684,2031-12-09T12:10:26.086406,168281700.876072,-129823538.549063,-4919100.405559,20.847698068,18.611229666,-2.226552401,1361.1159
1008251496.499358,2031-12-14T01:50:27.315959,176330130.156846,-122340031.964401,-5792592.372626,19.921695319,19.288992031,-2.197777346,1361.1159
1008646297.729032,2031-12-18T15:30:28.545508,183986713.825008,-114556942.150256,-6657428.096270,18.922558537,20.018095262,-2.174029814,1355.4829
1009041098.958706,2031-12-23T05:10:29.775054,191270144.283959,-106541384.780633,-7508767.557445,17.972856754,20.577811428,-2.138185411,1355.4829
1009435900.188380,2031-12-27T18:50:31.004598,198177374.724208,-98316153.093449,-8345344.156349,17.017436963,21.080534930,-2.099298152,1355.4829
1009830701.418054,2032-01-01T08:30:32.234140,204706892.188590,-89903419.460320,-9166020.600717,16.060013466,21.527970229,-2.057690575,1355.4829
1010225502.647728,2032-01-05T22:10:33.463681,210858582.117158,-81324638.524411,-9969784.590977,15.103955927,21.922039907,-2.013672914,1355.4829
1010620303.877402,2032-01-10T11:50:34.693223,216633592.623772,-72600471.284703,-10755743.506847,14.152292183,22.264833756,-1.967540897,1355.4829
1011015105.107076,2032-01-15T01:30:35.922766,222034201.079803,-63750728.350433,-11523118.346887,13.207716898,22.558562651,-1.919574152,1355.4829
1011409906.336750,2032-01-19T15:10:37.152311,227063685.059522,-54794330.409353,-12271237.146851,12.272604797,22.805517511,-1.870035150,1355.4829
1011804707.566424,2032-01-24T04:50:38.381859,231726199.217206,-45749283.877377,-12999528.074650,11.349027302,23.008033421,-1.819168609,1355.4829
1012199508.796098,2032-01-28T18:30:39.611411,236026659.230500,-36632669.704269,-13707512.370898,10.438771530,23.168458835,-1.767201297,1355.4829
1012594310.025772,2032-02-02T08:10:40.840967,239970633.564820,-27460643.380676,-14394797.275922,9.543360777,23.289129582,-1.714342151,1355.4829
1012989111.255446,2032-02-06T21:50:42.070528,243564243.491807,-18248444.307884,-15061069.057634,8.664075740,23.372347364,-1.660782657,1355.4829
1013383912.485120,2032-02-11T11:30:43.300095,246814071.529712,-9010412.837791,-15706086.230504,7.801975867,23.420362334,-1.606697429,1355.4829
1013778713.714793,2032-02-16T01:10:44.529668,249727078.261453,239986.546022,-16329673.034364,6.957920379,23.435359337,-1.552244939,1355.4829
1014173514.944467,2032-02-20T14:50:45.759249,252310527.321832,9490137.264949,-16931713.223045,6.132588580,23.419447369,-1.497568348,1355.4829
1014568316.174141,2032-02-25T04:30:46.988838,254571918.223029,18728239.088924,-17512144.196933,5.326499218,23.374651848,-1.442796414,1355.4829
1014963117.403815,2032-02-29T18:10:48.218435,256518926.600939,27943274.012861,-18070951.500206,4.540028695,23.302909274,-1.388044428,1355.4829
1015357918.633489,2032-03-05T07:50:49.448041,258159351.408227,37124970.438908,-18608163.692659,3.773428030,23.206063926,-1.333415168,1355.4829
1015752719.863163,2032-03-09T21:30:50.677656,259501068.547444,46263766.397054,-19123847.597324,3.026838519,23.085866242,-1.278999847,1355.4829
1016147521.092837,2032-03-14T11:10:51.907280,260551990.424405,55350772.409985,-19618103.918277,2.300306066,22.943972586,-1.224879040,1355.4829
1016542322.322511,2032-03-19T00:50:53.136914,261241225.787504,64459440.816444,-20090965.090236,1.394107619,22.988792827,-1.170863631,1342.7227
1016937123.552185,2032-03-23T14:30:54.366558,261655376.404005,73500281.708514,-20542672.891449,0.707192879,22.807618088,-1.117487126,1342.7227
1017331924.781859,2032-03-28T04:10:55.596213,261802208.562985,82466077.192240,-20973395.553633,0.039892733,22.608849824,-1.064565384,1342.7227
1017726726.011533,2032-04-01T17:50:56.825877,261689436.191503,91350142.571162,-21383322.933235,-0.607953252,22.393798117,-1.012149462,1342.7227
1018121527.241207,2032-04-06T07:30:58.055552,261324700.046979,100146294.709869,-21772663.666361,-1.236553937,22.163694147,-0.960283546,1342.7227
1018516328.470881,2032-04-10T21:10:59.285237,260715550.163817,108848821.418068,-22141642.584203,-1.846158823,21.919692953,-0.909005595,1342.7227
1018911129.700555,2032-04-15T10:51:00.514932,259869431.205984,117452451.985480,-22490498.372317,-2.437051110,21.662876489,-0.858347931,1342.7227
1019305930.930229,2032-04-20T00:31:01.744637,258793670.402754,125952328.958399,-22819481.456958,-3.009541538,21.394256843,-0.808337797,1342.7227
1019700732.159903,2032-04-24T14:11:02.974352,257495467.770722,134343981.215985,-23128852.101784,-3.563962957,21.114779590,-0.758997866,1342.7227
1020095533.389577,2032-04-29T03:51:04.204076,255981888.350758,142623298.377431,-23418878.698684,-4.100665537,20.825327173,-0.710346717,1342.7227
1020490334.619251,2032-05-03T17:31:05.433809,254259856.213369,150786506.549230,-23689836.237057,-4.620012590,20.526722302,-0.662399262,1342.7227
1020885135.848925,2032-05-08T07:11:06.663551,252336150.009591,158830145.404329,-23942004.936603,-5.122376910,20.219731300,-0.615167147,1342.7227
1021279937.078599,2032-05-12T20:51:07.893301,250217399.866815,166751046.571114,-24175669.029477,-5.608137607,19.905067382,-0.568659111,1342.7227
1021674738.308273,2032-05-17T10:31:09.123059,247910085.449796,174546313.299546,-24391115.678539,-6.077677368,19.583393846,-0.522881313,1342.7227
1022069539.537947,2032-05-22T00:11:10.352824,245420535.026319,182213301.363771,-24588634.019310,-6.531380096,19.255327145,-0.477837634,1342.7227
1022464340.767621,2032-05-26T13:51:11.582596,242754925.394706,189749601.154678,-24768514.314099,-6.969628898,18.921439838,-0.433529946,1342.7227
1022859141.997295,2032-05-31T03:31:12.812374,239919282.546513,197153020.911909,-24931047.207686,-7.392804369,18.582263410,-0.389958352,1342.7227
1023253943.226969,2032-06-04T17:11:14.042157,236919482.952422,204421571.042257,-25076523.074726,-7.801283141,18.238290959,-0.347121414,1342.7227
1023648744.456643,2032-06-09T06:51:15.271945,233761255.372629,211553449.470072,-25205231.449893,-8.195436674,17.889979735,-0.305016348,1342.7227
1024043545.686317,2032-06-13T20:31:16.501738,230450183.104949,218547027.964924,-25317460.532517,-8.575630246,17.537753549,-0.263639202,1342.7227
1024438346.915991,2032-06-18T10:11:17.731533,226826396.621620,225482846.547702,-25406542.250704,-9.360920227,17.389611282,-0.205365813,1322.2204
1024833148.145665,2032-06-22T23:51:18.961332,223060531.474884,232277450.858975,-25479710.986763,-9.714156155,17.030222025,-0.165412998,1322.2204
1025227949.375339,2032-06-27T13:31:20.191132,219157787.926186,238929543.222310,-25537245.453494,-10.054376048,16.667727681,-0.126164504,1322.2204
1025622750.605013,2032-07-02T03:11:21.420934,215123243.821774,245437966.199320,-25579422.954915,-10.381887583,16.302470942,-0.087616329,1322.2204
1026017551.834687,2032-07-06T16:51:22.650736,210961856.565181,251801692.911879,-25606519.060532,-10.696993131,15.934770769,-0.049763707,1322.2204
1026412353.064360,2032-07-11T06:31:23.880537,206678465.317484,258019817.972475,-25618807.323053,-10.999989239,15.564923897,-0.012601205,1322.2204
1026807154.294034,2032-07-15T20:11:25.110338,202277793.385270,264091548.990799,-25616559.035420,-11.291166196,15.193206248,0.023877178,1322.2204
1027201955.523708,2032-07-20T09:51:26.340137,197764450.761002,270016198.625323,-25600043.023405,-11.570807693,14.819874276,0.059677926,1322.2204
1027596756.753382,2032-07-24T23:31:27.569933,193142936.784714,275793177.149500,-25569525.470294,-11.839190548,14.445166234,0.094807928,1322.2204
1027991557.983056,2032-07-29T13:11:28.799726,188417642.899800,281421985.503202,-25525269.770516,-12.096584500,14.069303364,0.129274413,1322.2204
1028386359.212730,2032-08-03T02:51:30.029516,183592855.479125,286902208.801129,-25467536.409319,-12.343252060,13.692491022,0.163084879,1322.2204
1028781160.442404,2032-08-07T16:31:31.259300,178672758.700687,292233510.271077,-25396582.865884,-12.579448406,13.314919730,0.196247047,1322.2204
1029175961.672078,2032-08-12T06:11:32.489079,173661437.454875,297415625.596189,-25312663.537472,-12.805421328,12.936766173,0.228768802,1322.2204
1029570762.901752,2032-08-16T19:51:33.718853,168562880.267747,302448357.636529,-25216029.682434,-13.021411202,12.558194125,0.260658152,1322.2204
1029965564.131426,2032-08-21T09:31:34.948619,163380982.226958,307331571.506575,-25106929.380111,-13.227651001,12.179355323,0.291923187,1322.2204
1030360365.361100,2032-08-25T23:11:36.178379,158119547.898875,312065189.986453,-24985607.505842,-13.424366325,11.800390287,0.322572042,1322.2204
